id,timestamp,status,probability
1,2024-10-21 14:34:09,focus,0.9923121333122252
1,2024-10-21 14:34:09,tired,0.4301095008850097
1,2024-10-21 14:34:09,tired,0.4208641052246094
1,2024-10-21 14:34:09,focus,0.6022423505783081
1,2024-10-21 14:34:09,focus,0.6353362202644348
1,2024-10-21 14:34:09,focus,0.6095519065856934
1,2024-10-21 14:34:09,focus,0.6647504568099976
1,2024-10-21 14:34:09,focus,0.6290826201438904
1,2024-10-21 14:34:09,focus,0.6723232269287109
1,2024-10-21 14:34:09,focus,0.7311656475067139
1,2024-10-21 14:34:09,focus,0.8338973522186279
1,2024-10-21 14:34:09,focus,0.7928916215896606
1,2024-10-21 14:34:09,focus,0.7015440464019775
1,2024-10-21 14:34:09,focus,0.770666241645813
1,2024-10-21 14:34:09,focus,0.7661669850349426
1,2024-10-21 14:34:10,focus,0.774395763874054
1,2024-10-21 14:34:10,focus,0.8104144334793091
1,2024-10-21 14:34:10,focus,0.8363430500030518
1,2024-10-21 14:34:10,focus,0.7589704394340515
1,2024-10-21 14:34:10,focus,0.8012300729751587
1,2024-10-21 14:34:10,focus,0.6575290560722351
1,2024-10-21 14:34:10,focus,0.4497500360012054
1,2024-10-21 14:34:10,focus,0.3946989476680755
1,2024-10-21 14:34:10,focus,0.4059908092021942
1,2024-10-21 14:34:10,focus,0.4015734791755676
1,2024-10-21 14:34:10,distracted,0.3583762645721435
1,2024-10-21 14:34:10,distracted,0.3944571912288666
1,2024-10-21 14:34:10,tired,0.3811927735805511
1,2024-10-21 14:34:10,tired,0.4013621211051941
1,2024-10-21 14:34:10,tired,0.3622884750366211
1,2024-10-21 14:34:10,focus,0.4571080803871155
1,2024-10-21 14:34:10,focus,0.4209316074848175
1,2024-10-21 14:34:10,focus,0.3960710763931274
1,2024-10-21 14:34:10,focus,0.4061996638774872
1,2024-10-21 14:34:10,focus,0.4307516813278198
1,2024-10-21 14:34:10,distracted,0.372408390045166
1,2024-10-21 14:34:10,tired,0.3573531210422516
1,2024-10-21 14:34:10,focus,0.3622665405273437
1,2024-10-21 14:34:10,distracted,0.3797267377376556
1,2024-10-21 14:34:10,distracted,0.4274007380008697
1,2024-10-21 14:34:10,distracted,0.4312524199485779
1,2024-10-21 14:34:10,distracted,0.4660495221614837
1,2024-10-21 14:34:11,distracted,0.4460415840148926
1,2024-10-21 14:34:11,distracted,0.454500675201416
1,2024-10-21 14:34:11,distracted,0.4729215502738952
1,2024-10-21 14:34:11,distracted,0.4961566627025604
1,2024-10-21 14:34:11,distracted,0.531099796295166
1,2024-10-21 14:34:11,distracted,0.4648036062717438
1,2024-10-21 14:34:11,distracted,0.4886380732059479
1,2024-10-21 14:34:11,distracted,0.4780744612216949
1,2024-10-21 14:34:11,distracted,0.5458118319511414
1,2024-10-21 14:34:11,distracted,0.4787477850914001
1,2024-10-21 14:34:11,distracted,0.5058913826942444
1,2024-10-21 14:34:11,distracted,0.4649119973182678
1,2024-10-21 14:34:11,distracted,0.5091767907142639
1,2024-10-21 14:34:11,distracted,0.5026187300682068
1,2024-10-21 14:34:11,distracted,0.4599579274654388
1,2024-10-21 14:34:11,distracted,0.4664935767650604
1,2024-10-21 14:34:11,focus,0.4254046082496643
1,2024-10-21 14:34:11,focus,0.5095594525337219
1,2024-10-21 14:34:11,focus,0.4986854791641235
1,2024-10-21 14:34:11,focus,0.5127487778663635
1,2024-10-21 14:34:11,focus,0.4670487642288208
1,2024-10-21 14:34:11,focus,0.580965518951416
1,2024-10-21 14:34:11,focus,0.4970541596412658
1,2024-10-21 14:34:11,focus,0.5263553857803345
1,2024-10-21 14:34:11,focus,0.4753358364105224
1,2024-10-21 14:34:12,focus,0.5416299700737
1,2024-10-21 14:34:12,distracted,0.4742311239242553
1,2024-10-21 14:34:12,distracted,0.4119134247303009
1,2024-10-21 14:34:12,distracted,0.4397657811641693
1,2024-10-21 14:34:12,distracted,0.4036497175693512
1,2024-10-21 14:34:12,distracted,0.4350317716598511
1,2024-10-21 14:34:12,distracted,0.4132347702980041
1,2024-10-21 14:34:12,distracted,0.4349853098392486
1,2024-10-21 14:34:12,distracted,0.4139715731143951
1,2024-10-21 14:34:12,distracted,0.4051975905895233
1,2024-10-21 14:34:12,distracted,0.4029224216938019
1,2024-10-21 14:34:12,distracted,0.4006755352020263
1,2024-10-21 14:34:12,distracted,0.3917498290538788
1,2024-10-21 14:34:12,distracted,0.4257785081863403
1,2024-10-21 14:35:07,focus,0.6692814230918884
1,2024-10-21 14:35:07,focus,0.7523371577262878
1,2024-10-21 14:35:07,focus,0.8017152547836304
1,2024-10-21 14:35:07,focus,0.8204067349433899
1,2024-10-21 14:35:07,focus,0.7988358736038208
1,2024-10-21 14:35:07,focus,0.7270843386650085
1,2024-10-21 14:35:07,focus,0.7810261249542236
1,2024-10-21 14:35:07,focus,0.6949722766876221
1,2024-10-21 14:35:07,focus,0.7389159202575684
1,2024-10-21 14:35:08,focus,0.730070173740387
1,2024-10-21 14:35:08,focus,0.6846210360527039
1,2024-10-21 14:35:08,focus,0.7160657048225403
1,2024-10-21 14:35:08,focus,0.7230508327484131
1,2024-10-21 14:35:08,focus,0.7177461385726929
1,2024-10-21 14:35:08,focus,0.715578556060791
1,2024-10-21 14:35:08,focus,0.7386146783828735
1,2024-10-21 14:35:08,focus,0.7990503311157227
1,2024-10-21 14:35:08,focus,0.8291545510292053
1,2024-10-21 14:35:08,focus,0.7788296937942505
1,2024-10-21 14:35:08,focus,0.727515459060669
1,2024-10-21 14:35:08,focus,0.7751170992851257
1,2024-10-21 14:35:08,focus,0.7833566069602966
1,2024-10-21 14:35:08,focus,0.4801823496818542
1,2024-10-21 14:35:08,distracted,0.5089867115020752
1,2024-10-21 14:35:08,distracted,0.5374895930290222
1,2024-10-21 14:35:08,distracted,0.5009835362434387
1,2024-10-21 14:35:08,distracted,0.445128470659256
1,2024-10-21 14:35:08,focus,0.5775375962257385
1,2024-10-21 14:35:08,focus,0.7073240876197815
1,2024-10-21 14:35:08,focus,0.7339149117469788
1,2024-10-21 14:35:08,focus,0.8140289783477783
1,2024-10-21 14:35:08,focus,0.691830039024353
1,2024-10-21 14:35:08,focus,0.5916920900344849
1,2024-10-21 14:35:08,focus,0.5852491855621338
1,2024-10-21 14:35:08,focus,0.69784015417099
1,2024-10-21 14:35:08,focus,0.7102020978927612
1,2024-10-21 14:35:08,focus,0.7355679869651794
1,2024-10-21 14:35:08,distracted,0.4512507915496826
1,2024-10-21 14:35:08,distracted,0.4447548389434814
1,2024-10-21 14:35:09,distracted,0.4808967411518097
1,2024-10-21 14:35:09,distracted,0.4645553529262543
1,2024-10-21 14:35:09,distracted,0.4810961484909057
1,2024-10-21 14:35:09,distracted,0.5091550350189209
1,2024-10-21 14:35:09,distracted,0.513327956199646
1,2024-10-21 14:35:09,distracted,0.5181313753128052
1,2024-10-21 14:35:09,distracted,0.5146799087524414
1,2024-10-21 14:35:09,distracted,0.4240591824054718
1,2024-10-21 14:35:09,distracted,0.5222048163414001
1,2024-10-21 14:35:09,distracted,0.5468981266021729
1,2024-10-21 14:35:09,distracted,0.5143771171569824
1,2024-10-21 14:35:09,distracted,0.4774567782878876
1,2024-10-21 14:35:09,focus,0.4127964675426483
1,2024-10-21 14:35:09,distracted,0.4298051595687866
1,2024-10-21 14:35:09,distracted,0.5190017223358154
1,2024-10-21 14:35:09,distracted,0.543037474155426
1,2024-10-21 14:35:09,distracted,0.6461496949195862
1,2024-10-21 14:35:09,distracted,0.5496020913124084
1,2024-10-21 14:35:09,distracted,0.5291370153427124
1,2024-10-21 14:35:09,distracted,0.562357485294342
1,2024-10-21 14:35:09,distracted,0.5109173655509949
1,2024-10-21 14:35:09,distracted,0.4836634695529938
1,2024-10-21 14:35:09,focus,0.3826500177383423
1,2024-10-21 14:35:09,distracted,0.38511723279953
1,2024-10-21 14:35:09,focus,0.5082280039787292
1,2024-10-21 14:35:09,focus,0.5035449266433716
1,2024-10-21 14:35:09,focus,0.5295803546905518
1,2024-10-21 14:35:09,focus,0.514462947845459
1,2024-10-21 14:35:09,focus,0.6160445213317871
1,2024-10-21 14:35:09,focus,0.5449770092964172
1,2024-10-21 14:35:09,focus,0.8022761344909668
1,2024-10-21 14:35:10,focus,0.8816866278648376
1,2024-10-21 14:35:10,focus,0.8722261786460876
1,2024-10-21 14:35:10,focus,0.8808952569961548
1,2024-10-21 14:35:10,focus,0.8808952569961548
1,2024-10-21 14:35:10,focus,0.7927374839782715
1,2024-10-21 14:35:10,focus,0.7131818532943726
1,2024-10-21 14:35:10,focus,0.732353150844574
1,2024-10-21 14:35:10,focus,0.7470343112945557
1,2024-10-21 14:35:10,focus,0.6122955083847046
1,2024-10-21 14:35:10,focus,0.532646119594574
1,2024-10-21 14:35:10,focus,0.5861992835998535
1,2024-10-21 14:35:10,focus,0.515537679195404
1,2024-10-21 14:35:10,focus,0.5385184288024902
1,2024-10-21 14:35:10,focus,0.5820990800857544
1,2024-10-21 14:35:10,focus,0.4880464076995849
1,2024-10-21 14:35:10,focus,0.5780124068260193
1,2024-10-21 14:35:10,focus,0.5780124068260193
1,2024-10-21 14:35:10,focus,0.5459268689155579
1,2024-10-21 14:35:10,focus,0.5785633325576782
1,2024-10-21 14:35:10,focus,0.5404639840126038
1,2024-10-21 14:35:10,focus,0.5164719820022583
1,2024-10-21 14:35:10,focus,0.4882749319076538
1,2024-10-21 14:35:10,distracted,0.4106373488903045
1,2024-10-21 14:35:10,focus,0.4181612730026245
1,2024-10-21 14:35:10,distracted,0.4095059037208557
1,2024-10-21 14:35:10,distracted,0.4171169996261596
1,2024-10-21 14:35:10,distracted,0.40810027718544
1,2024-10-21 14:35:10,distracted,0.4110579788684845
1,2024-10-21 14:35:10,distracted,0.4110579788684845
1,2024-10-21 14:35:11,distracted,0.4135599136352539
1,2024-10-21 14:35:11,distracted,0.4361106157302856
1,2024-10-21 14:35:11,distracted,0.4516685009002685
1,2024-10-21 14:35:11,distracted,0.399451732635498
1,2024-10-21 14:35:11,distracted,0.4628408551216125
1,2024-10-21 14:35:11,distracted,0.48874232172966
1,2024-10-21 14:35:11,distracted,0.4293404221534729
1,2024-10-21 14:35:11,distracted,0.4391592442989349
1,2024-10-21 14:35:11,distracted,0.4139492213726043
1,2024-10-21 14:35:11,distracted,0.4433985352516174
1,2024-10-21 14:35:11,distracted,0.428472638130188
1,2024-10-21 14:35:11,focus,0.5290908813476562
1,2024-10-21 14:35:11,focus,0.5290908813476562
1,2024-10-21 14:35:11,focus,0.7061550617218018
1,2024-10-21 14:35:11,focus,0.7124520540237427
1,2024-10-21 14:35:11,focus,0.7687520980834961
1,2024-10-21 14:35:11,focus,0.8068773746490479
1,2024-10-21 14:35:11,focus,0.7466839551925659
1,2024-10-21 14:35:11,focus,0.7586767077445984
1,2024-10-21 14:35:11,focus,0.8327829241752625
1,2024-10-21 14:35:11,focus,0.8039458990097046
1,2024-10-21 14:35:11,focus,0.713953971862793
1,2024-10-21 14:35:11,distracted,0.4808761179447174
1,2024-10-21 14:35:11,distracted,0.4196243584156036
1,2024-10-21 14:35:11,distracted,0.4202993214130401
1,2024-10-21 14:35:11,distracted,0.4257437586784363
1,2024-10-21 14:35:11,distracted,0.4090746641159057
1,2024-10-21 14:35:11,distracted,0.4756576418876648
1,2024-10-21 14:35:12,distracted,0.4180138409137726
1,2024-10-21 14:35:12,distracted,0.3733486533164978
1,2024-10-21 14:35:12,distracted,0.4581578373908996
1,2024-10-21 14:35:12,distracted,0.4133101403713226
1,2024-10-21 14:35:12,distracted,0.4307133555412292
1,2024-10-21 14:35:12,distracted,0.441011518239975
1,2024-10-21 14:35:12,distracted,0.4364216029644012
1,2024-10-21 14:35:12,distracted,0.4364216029644012
1,2024-10-21 14:35:12,distracted,0.4159545302391052
1,2024-10-21 14:35:12,distracted,0.4099420011043548
1,2024-10-21 14:35:12,distracted,0.4360498785972595
1,2024-10-21 14:42:24,focus,0.7091545462608337
1,2024-10-21 14:42:24,distracted,0.4879432320594787
1,2024-10-21 14:42:24,distracted,0.4728711247444153
1,2024-10-21 14:42:24,distracted,0.497631311416626
1,2024-10-21 14:42:24,distracted,0.4526030421257019
1,2024-10-21 14:42:24,distracted,0.440634161233902
1,2024-10-21 14:42:24,distracted,0.4255513548851013
1,2024-10-21 14:42:24,distracted,0.4475965201854706
1,2024-10-21 14:42:24,distracted,0.3929659128189087
1,2024-10-21 14:42:25,distracted,0.3893435001373291
1,2024-10-21 14:42:25,distracted,0.3978937268257141
1,2024-10-21 14:42:25,distracted,0.3654082715511322
1,2024-10-21 14:42:25,distracted,0.4036307632923126
1,2024-10-21 14:42:25,distracted,0.4212972521781921
1,2024-10-21 14:42:25,distracted,0.4190301895141601
1,2024-10-21 14:42:25,distracted,0.4234712123870849
1,2024-10-21 14:42:25,distracted,0.5087666511535645
1,2024-10-21 14:42:25,distracted,0.4557926654815674
1,2024-10-21 14:42:25,distracted,0.4295059144496918
1,2024-10-21 14:42:25,distracted,0.4108482301235199
1,2024-10-21 14:42:25,distracted,0.3973797559738159
1,2024-10-21 14:42:25,distracted,0.426546573638916
1,2024-10-21 14:42:25,distracted,0.4744363725185394
1,2024-10-21 14:42:25,distracted,0.5186763405799866
1,2024-10-21 14:42:25,distracted,0.4459090530872345
1,2024-10-21 14:42:25,distracted,0.4828954637050628
1,2024-10-21 14:42:25,distracted,0.4563300609588623
1,2024-10-21 14:42:25,distracted,0.4545927941799164
1,2024-10-21 14:42:25,distracted,0.5051997900009155
1,2024-10-21 14:42:25,distracted,0.4777507185935974
1,2024-10-21 14:42:25,distracted,0.4908338189125061
1,2024-10-21 14:42:25,distracted,0.4784484505653381
1,2024-10-21 14:42:25,distracted,0.499932050704956
1,2024-10-21 14:42:25,distracted,0.5196579694747925
1,2024-10-21 14:42:25,distracted,0.4924458861351013
1,2024-10-21 14:42:26,distracted,0.5552968382835388
1,2024-10-21 14:42:26,distracted,0.5530760288238525
1,2024-10-21 14:42:26,distracted,0.5576151013374329
1,2024-10-21 14:42:26,distracted,0.5676827430725098
1,2024-10-21 14:42:26,distracted,0.5492464303970337
1,2024-10-21 14:42:26,distracted,0.5014822483062744
1,2024-10-21 14:42:26,distracted,0.550972580909729
1,2024-10-21 14:42:26,distracted,0.5468218326568604
1,2024-10-21 14:42:26,distracted,0.5447806715965271
1,2024-10-21 14:42:26,distracted,0.559892475605011
1,2024-10-21 14:42:26,distracted,0.5085775852203369
1,2024-10-21 14:42:26,distracted,0.544651448726654
1,2024-10-21 14:46:59,distracted,0.5251994729042053
1,2024-10-21 14:46:59,distracted,0.5865208506584167
1,2024-10-21 14:46:59,distracted,0.5939201712608337
1,2024-10-21 14:46:59,distracted,0.6574081182479858
1,2024-10-21 14:46:59,distracted,0.5081420540809631
1,2024-10-21 14:46:59,distracted,0.6683827042579651
1,2024-10-21 14:46:59,distracted,0.6844266653060913
1,2024-10-21 14:46:59,distracted,0.6817910671234131
1,2024-10-21 14:46:59,distracted,0.7623413801193237
1,2024-10-21 14:46:59,distracted,0.7998025417327881
1,2024-10-21 14:46:59,distracted,0.8208749890327454
1,2024-10-21 14:46:59,distracted,0.8273457884788513
1,2024-10-21 14:46:59,distracted,0.752426266670227
1,2024-10-21 14:46:59,distracted,0.8372998237609863
1,2024-10-21 14:46:59,distracted,0.8573688268661499
1,2024-10-21 14:47:00,distracted,0.6753072142601013
1,2024-10-21 14:47:00,distracted,0.7236847281455994
1,2024-10-21 14:47:00,distracted,0.7328186631202698
1,2024-10-21 14:47:00,distracted,0.7969439625740051
1,2024-10-21 14:47:00,distracted,0.7069598436355591
1,2024-10-21 14:47:00,distracted,0.6299306154251099
1,2024-10-21 14:47:00,distracted,0.6303577423095703
1,2024-10-21 14:47:00,distracted,0.6585671901702881
1,2024-10-21 14:47:00,distracted,0.7398493885993958
1,2024-10-21 14:47:00,distracted,0.704491376876831
1,2024-10-21 14:47:00,distracted,0.775733232498169
1,2024-10-21 14:47:00,distracted,0.7880699038505554
1,2024-10-21 14:47:00,distracted,0.78466796875
1,2024-10-21 14:47:00,distracted,0.7705280780792236
1,2024-10-21 14:47:00,distracted,0.7458323836326599
1,2024-10-21 14:47:00,distracted,0.7155786156654358
1,2024-10-21 14:47:00,distracted,0.7753816246986389
1,2024-10-21 14:47:00,distracted,0.7835411429405212
1,2024-10-21 14:47:00,distracted,0.7596983909606934
1,2024-10-21 14:47:00,distracted,0.7041497826576233
1,2024-10-21 14:47:00,distracted,0.7500657439231873
1,2024-10-21 14:47:00,distracted,0.7420172095298767
1,2024-10-21 14:47:00,distracted,0.769413411617279
1,2024-10-21 14:47:01,tired,0.5469832420349121
1,2024-10-21 14:47:01,tired,0.5616728067398071
1,2024-10-21 14:47:01,tired,0.5036290884017944
1,2024-10-21 14:47:01,tired,0.5043495297431946
1,2024-10-21 14:47:01,tired,0.5043495297431946
1,2024-10-21 14:47:01,tired,0.4933485090732574
1,2024-10-21 14:47:01,distracted,0.4450555741786957
1,2024-10-21 14:47:01,distracted,0.447356641292572
1,2024-10-21 14:47:01,distracted,0.4881963729858398
1,2024-10-21 14:47:01,distracted,0.4232797026634216
1,2024-10-21 14:47:01,distracted,0.3669604361057281
1,2024-10-21 14:47:01,tired,0.3689228594303131
1,2024-10-21 14:47:01,distracted,0.4632164537906647
1,2024-10-21 14:47:01,tired,0.4728128612041473
1,2024-10-21 14:47:01,tired,0.4918692708015442
1,2024-10-21 14:47:01,distracted,0.5151243805885315
1,2024-10-21 14:47:01,distracted,0.5161539912223816
1,2024-10-21 14:47:01,distracted,0.5161539912223816
1,2024-10-21 14:47:01,distracted,0.5519741773605347
1,2024-10-21 14:47:01,distracted,0.5504726767539978
1,2024-10-21 14:47:01,distracted,0.5395413637161255
1,2024-10-21 14:47:02,tired,0.5151264071464539
1,2024-10-21 14:47:02,tired,0.6291309595108032
1,2024-10-21 14:47:02,tired,0.7149298191070557
1,2024-10-21 14:47:02,tired,0.6122099161148071
1,2024-10-21 14:47:02,tired,0.6350639462471008
1,2024-10-21 14:47:02,tired,0.723856508731842
1,2024-10-21 14:47:02,tired,0.6890605092048645
1,2024-10-21 14:47:02,tired,0.6047165989875793
1,2024-10-21 14:47:02,tired,0.5467086434364319
1,2024-10-21 14:47:02,tired,0.5467086434364319
1,2024-10-21 14:47:02,tired,0.5004807710647583
1,2024-10-21 14:47:02,tired,0.5031163692474365
1,2024-10-21 14:47:02,tired,0.521276593208313
1,2024-10-21 14:47:02,tired,0.5775193572044373
1,2024-10-21 14:47:02,tired,0.4836317300796509
1,2024-10-21 14:47:02,distracted,0.4979656636714935
1,2024-10-21 14:47:02,distracted,0.4887333214282989
